id,name,speciality,taste,medicine type,passing,have,effect
3137,jab juf six佳架山（龙胆草）,冷,苦,冷药,热经,,hxub hxab kib zaod net旭嘎凯造内（清热燥湿）、hxub hxab sand baix dul旭嘎汕渣都（清肝泻火）、tad jab沓痂（解毒）
3138,jab loil lik jib佳洛刘吉（矮地茶）,冷,苦,冷药,热经,,止咳平喘
3139,ghab nex vob xangt det嘎老萬相豆（大青叶）,冷,苦,冷药,热经,,hxub hxab kid caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
3140,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任早（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
3141,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad nais pot任复奈波（润肺止咳）
3142,ngix gheib ghob bad额给戈罢（桔梗）,冷,苦、辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zangl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）
3143,jab juf six佳架山（小龙胆草）,冷,苦,冷药,热经,,hxub hxab kib zaod net旭嘎凯造内（清热燥湿）、hxub hxab sand baix dul旭嘎汕渣都（清肝泻火）
3144,陈皮,,,,,,理气化痰
3145,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,vas ebcaf net洼沃除内（利水渗湿）、maix diangl maix ves hxed麦靓麦韦荷相（健脾补中）
3146,kod las科辣（制半夏）,热,麻、辣,热药,冷经,,yangx nex diasghab ngal泱内滇哈格（燥湿化痰）、hangs bongt dangf ngol沆笨挡哦（降逆止咳）
3147,bongt nial tid榜拉梯（枇杷叶）,冷,苦,冷药,热经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、ves hxangd scix loud维象赊洛（活血通络）
3148,zend git nax hsob珍蒂娜梳（土圉儿）,冷,苦,冷药,热经,,
3149,det hsob豆超（棕树根）,冷,苦、涩,冷药,热经,,bud diuf布丢（补肾）
3150,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind 汗吾渥曲靳（滋阴生津）、red hfad nais pot任复奈波（润肺止咳）
3151,vob jex bib bad萬祖别芭（白花前胡）,冷,苦、微辣,冷药,热经,,pot wos jent hxub hxab kid迫渥劫旭嘎凯（散风清热）、baix bongt jul ghad ngol摆笨阶哈格（降气化痰）
3152,jab loil lik jib佳洛刘吉（矮地茶）,冷,苦,冷药,热经,,止咳
3153,guab geb nyox挂桂俄（白薇）,冷,苦、咸,冷药,热经,,hxub hxab kid senb hxangd旭嘎凯赊象（清虚热凉血）
3154,zend ghangd yut珍宫幼（南五味）,冷,苦,冷药,热经,,收敛、tit bongt替乓（顺气）、dias jent scix loud滇劫赊洛（去风通经脉）
3155,gherb nex jenl vieeb肝努净菸（岩IE豆）,冷,苦,冷药,热经,,hxub hxad kib tad biaox旭嘎凯沓标（清热解表）、xeeb hfad nais pob dongf ngol卸复奈波挡苟（宣肺止咳）
3156,wet jut乌旧（白芨）,冷,苦、微甜,冷药,热经,,rek hfad nais pob dongf ngol任复奈波挡苟（润肺止咳）
3157,guab geb nyox挂桂俄（白薇）,冷,苦、咸,冷药,热经,,hxub hxab kid senb hxangd 旭嘎凯赊象（清热凉血）
3158,zend jab ngol huk珍加莪确（天冬）,热,甜、微苦,热药,冷经,,khangd vut hvent baix dal汗吾窝摆都（养阴清热）、reb zaok geb jind任造曲折（润燥生津）
3159,zend ghongt yut珍宫幼（五味子）,热,辛、微苦,,,,涩、属热药、入冷经、收敛肺气、tit bongt替乓（顺气）、di- asjentscixloud滇劫赊洛（祛风通经脉）
3160,vob dlub zat萬首扎（岩白菜）,热,甜,热药,冷经,,补虚、润肺、止咳
3161,zend git nax hsob珍蒂娜梳（土圉儿）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、dias ghab ngol dongf ngol滇哈格挡苟（祛痰止咳）
3162,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）
3163,bes sok 芍药（白芍）,冷,苦,冷药,热经,,养血柔肝
3164,vob dliangb dlek葛相席（大力子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、xeeb hfad nais卸复奈（宣肺）
3165,gherb nex jenl vieeb肝努净菸（岩SE豆）,冷,苦,冷药,热经,,润肺止咳
3166,ngix gheib ghad仰抵嘎（沙参）,热,甜,热药,冷经,,清热养阴、润肺止咳
3167,屁lik娜丽（薯芎）,热,甜,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、tit bongt替笨（理气）
3168,gherb nex jenl vieeb肝努净菸（岩IE豆）,冷,苦,冷药,热经,,hxub hxad kib tad biaox旭嘎凯沓标（清热解表）、xeeb hfad nais pob dongf ngol卸复奈波挡苟（宣肺止咳）
3169,wet jut乌旧（白芨）,冷,苦,泠药,热经,,rek hfad nais pob dongf ngol任复奈波挡苟（润肺止咳）
3170,ghab jiongb liul panb hlob嘎炯令潘闹（太子参）,热,甜、微苦,热药,冷经,,补气
3171,det ghab nex niul豆嘎雷溜（仙人掌）,冷,苦,冷药,热经,,补气养水
3172,夜寒苏,,,,,,补气补血
3173,vob jux bix yut葛久碧幼（一朵云）,热,甜、淡,热药,冷经,,red hfad nais pot dangf ngol任复奈波挡苟（润肺止咳）
3174,kaid vud凯欧（黄精）,热,甜,热药,冷经,,maix dliangl maix ves nait bud bongt麦靓麦韦芳布笨（健脾益气）、qeb jind rek hfad nais pob曲靳任复奈波（滋阴润肺）
3175,vob gent bib萬梗比（鹅不食草）,热,辣,热药,冷经,,dat wos jent zangl seil迫渥劫漳射（通窍散寒）、dias jent caf net滇劫滁内（祛风除痰）
3176,jab eb wal nangl佳欧万朗（蛇倒退）,热,酸、微涩,热药,冷经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、vas eb yangk angt洼沃泱安（利水消肿）
3177,vob dliangb dliek葛相学（大力子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）
3178,ngix gheib ghob bad额给戈罢（桔梗）,冷,苦、微辛,冷药,热经geb hgad nais pob卸复奈波（宣肺）,,zangl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）
3179,not diet jab kaib det 糯独佳开都（水黄连）,,,,,,hxub hxab kib cat net 旭嘎凯滁内（清热利湿）tad jab沓痂（解毒）
3180,乌梅,,,,,,养阴解毒
3181,det vil gheib豆野给（白马骨）,平,淡、微甜,两经药,,,hxub hx- ad kid tad jab旭嘎凯沓痂（清热解毒）
3182,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任早（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
3183,lax lik娜丽（薯芎）,热,甜,热药,冷经,,tit bongt dangf mongb替笨挡蒙（止痛）
3184,niangx ghab nex gix仰格陇给（淡竹叶）,冷,淡,冷药,热经,,hxub hxab kib caf mond旭嘎凯滁穆（清热除烦）
3185,vob gel gangb qangk萬给干羌（斑鸠窝）,冷,苦、 涩,冷药,热经,,
3186,ghab nex vob xangt det嘎老萬相豆（大青叶）,冷,苦,冷药,热经,,hxub hxab kid caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
3187,jab bik lik jib佳比利吉（八爪金龙）,冷,苦,冷药,热经,,hx- ub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）、diod hxangd yangk angt丢象泱安（化瘀消肿）
3188,bang jab hxangd榜佳腔（金银花）,热,甜、微涩,热药,冷经,,hxub hxad kid tad jab旭嘎凯沓痂（清热解毒）、senb hxangd赊象（凉血）
3189,vob nix ngol萬里略（小连翘）、vob haib hxub萬灰秋（土大黄）,冷,苦、微辛,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、senb hxangd dangf hxangd 赊象挡象（凉血止血）
3190,生石膏,,,,,,清胃热
3191,nangx fangx yut朗访幼（石斛）,热,甜,热药,冷经,,滋阴除热、养胃生津
3192,vob nail lies萬芮榴（鱼輙串）,冷,苦,冷药,热经、快经,,tit bong 替笨（理气）、hxab hxab kib caf net旭嘎凯滁内（清热利湿）、tad jab yangk angt沓痂泱安（解毒消肿）
3193,lax lik娜丽（薯芎）,热,甜,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3194,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）
3195,板蓝根,,,,,,消肿解毒
3196,bang jab hxangd榜佳腔（金银花）,热,甜、微涩,热药,冷经,,senb hxangd赊象（凉血）
3197,det jenl ib机衣（苦丁茶）,冷,苦、涩,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3198,not diel jab kaib det糯独佳开都（水黄连）,,,,,,hxub hxab kib cat net旭嘎凯滁内（清热利湿）tad jab沓痂（解毒）、vob nail lies bad萬芳略芭（一枝黄花）、性冷、味苦、属冷药、入热经、有小毒、pat wos jent hxub hxad kid迫渥劫旭嘎凯（疏风清热）、tad jab yangk angt沓痂泱安（解毒消肿）
3199,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）
3200,厚朴,,,,,,宽胸理气除秽
3201,det eb nix豆跃里（佩兰）,热,辛,热药,冷经,,除湿热
3202,南天竹,,,,,,清热除湿、益气活络
3203,jiox sangx bod dliob酒尚苞确（蛇莲）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、yangk angt zangl zent泱安漳砧（消肿散结）、dongf mongb挡蒙（止痛）
3204,jab gangx saib佳巩山（苦参）,冷,苦,冷药,热经,,hxub hxab kid caf net旭嘎凯滁内（清热利湿）
3205,jab liub hxangd佳榴枪（土升麻）,热,辛,热药,冷经,,dias jent caf net滇劫滁内（祛风除湿）
3206,jab juf six佳架山（胆草）,冷,苦,冷药,热经,,hxub hxab kib zaod net旭嘎凯造内（清热燥湿）、hxub hxab sand baix dul旭嘎汕渣都（清肝泻火）、tad jab沓痂（解毒）
3207,vob gent bib萬梗比（鹅不食草）,热,辣,热药,冷经,,dat wos jent zangl seil迫渥劫漳射（通窍散寒）、dias jent caf net滇劫滁内（祛风除湿）
3208,板蓝根,,,,,,清热驱毒
3209,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任早（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
3210,jab bik lik jib佳比利吉（八爪金龙）,冷,苦,冷药,热经,,hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）、diod hxangd yangk angt丢象泱安（散瘀消肿）
3211,vob bix seix hlieb菖比赊溜（大马蹄草）,热,微辛,热药,冷经,,hxub hxad kib tad jab 旭嘎凯沓痂（清热解毒）、ves hxangd yangx 维象洋（活血）
3212,not diel jab kaib det 糯独佳开都（水黄连）,,,,,,hxub hxab kib cad net旭嘎凯滁内（清热利湿）、tad jab沓痂（解毒）
3213,not diel jab kaib det 糯独佳开都（水黄连）,,,,,,hxub hxab kib cat net 旭嘎凯滁内（清热利湿）tad jab沓痂（解毒）
3214,det vil gheib豆野给（白马骨）,平,淡、微甜,两经药,,,hxub hxad kid tad jab旭嘎凯沓痂（清热解毒）、dias jent caf net滇劫滁内（祛风利湿）
3215,vob heeb kab nied 萬灰卡娜（紫花地丁）,冷,苦,冷药,热经,,tad jab沓痂（解毒）、hxub hxab kib旭嘎凯（清热）、yangk angt泱安（消肿）
3216,det eb nix豆跃里（佩兰）,热,辛,热药,冷经,,醒脾、化湿
3217,jab juf six佳架山（龙胆草）,冷,苦,冷药,热经,,hxub hxab kib zaod net旭嘎凯造内（清热燥湿）、hxub hxab sand baix dul旭嘎汕渣都（清肝泻火）、tad jab沓痂（解毒）
3218,zend lei珍陆（梔子）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）、hxub hxad kib caf net旭嘎凯滁内（清热解毒）、hxib kib jid hxib scil赊凯吉赊舍（退热）
3219,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）
3220,niangx ghab nex gix仰格陇给（淡竹叶）,冷,淡,冷药,热经,,hxub hxab kib旭嘎凯（清热）
3221,vob ghob liangx萬嘎仰（鸭跖草）,平,淡,两经药,,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、senb hxangd dangt hxangd赊象挡象（凉血止血）
3222,not diel jab kaib det 糯独佳开都（水黄连）,,,,,,hxub hxab kib cat net旭嘎凯滁内（清热利湿）tad jab沓痂（解毒）
3223,vob ghanb nail萬嘎勒（蜘蛛香）,热,麻、辣,热药,冷经,,tit bongt dangf mongb替笨挡蒙（理气止痛）
3224,vob bad nigax萬坝仰（夏枯草）,冷,苦、微辛,冷药,热经,,yangk angt zahgl zent泱安漳砧（消肿散结）
3225,万年刺,,,,,,祛瘀、杀虫、除湿
3226,bang jab hxangd榜佳腔（金银花）,热,甜、微涩,热药,冷经,,senb hxangd赊象（凉血）
3227,vob nix ngol萬里略（连翘）,冷,苦、微辛,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、zangl diod hxangd yangk angt漳丢象泱安（散瘀消肿）
3228,vob nail lies bad萬芳略芭（一枝黄花）,冷,苦,冷药,热经,小毒,pat wos jent hxub hxad kid迫渥劫旭嘎凯（疏风清热）、tad jab yangk angt沓痂泱安（解毒消肿）
3229,vob dliangb dlik萬相学（大力子）,冷,苦,冷药,热经,,pot WOS jent zangl zet迫渥劫漳止（疏散风热）、诸药合用清热解毒、消炎止痛
3230,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax Kid Tad Jab拉凯沓痂（泻火解毒）
3231,vob bik seix nlieb萬比赊幼（小金钱草）,冷,苦、微辛,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、zaok net vex hxangd造内维象（燥湿活血）、yangk angt泱安（消肿）
3232,vob haib hxub萬灰秋（土大黄）,冷,苦、涩,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、senb hxangd赊象（凉血）
3233,niangx ghab nex gix仰格陇给（淡竹叶）,冷,淡,冷药,热经,,hxub hxab kib caf mond旭嘎凯滁穆（清热除烦）、上药泻火解毒
3234,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任早（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
3235,jab lob gheid佳劳给（马鞭草）,冷,苦、涩,冷药,热经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、ves hxangd yangx diod hxangd维象烽丢象（活血化瘀）
3236,det vil gheib豆野给（白马骨）,平,淡、微甜,两经药,,,hxub hxad kid tad jab旭嘎凯沓痂（清热解毒）、dias jent caf net滇劫滁内（祛风利湿）°
3237,not diel jab kaib det糯独佳开都（水黄连）,,,,,,养阴解毒
3238,nangx fangx yut朗访幼（石斛）,热,甜,热药,冷经,,滋阴除
3239,肉桂温肾,,,,,,辛温开窍
3240,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,vas ebcaf net洼沃滁内（利水渗湿）
3241,det ghab lib fanb豆嘎里访（黄柏）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、dlax kid zaok net拉凯造内（泻火燥湿）
3242,板蓝根,,,,,,驱毒、上药温肾补脾、解毒止痛
3243,ngix gheib ghad仰抵嘎（沙参）,热,甜,热药,冷经,,清热养阴、润肺
3244,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任早（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
3245,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad nais pot 任复奈波（润肺止咳）
3246,jab liub hxangd佳榴枪（土升麻）,热,辛,热药,冷经,,dias jent caf net 滇劫滁内（祛风利湿）、ves hxid seix loud维洗赊洛（疏筋活络）、诸药共用养阴健脾止痛
3247,vob ghanb nail萬嘎勒（蜘蛛香）,热,麻、辣,热药,冷经,,tit bongt dangf mongb替笨档蒙（理气止痛）、dias jent tat jab滇劫沓痂（祛风解毒）
3248,bes sok芍药（白芍）,冷,苦,冷药,热经,,养血柔肝、止痛
3249,det kaf ved豆卡欧（吴萸）,热,辣、麻,热药,冷经、慢经,小毒,hxed dionb荷桐（温中）zakgl seil漳射（散寒）、zaok net造类（燥湿）
3250,jab ghangb nen goix佳嘎陇给（徐长卿）,温,香、麻,热药,冷经、快经、半边经,,发表、解毒止痛
3251,hmaib det nail 潘豆芳（十大功劳）,冷,苦,冷药,热经,,健胃
3252,kaid凯（干姜）,热,辛、辣,热药,冷经,,温中散寒、回阳通脉
3253,det kaf ved豆卡欧（吴萸）,热,辣、麻,热药,冷经、慢经,小毒,hxed dionb荷桐（温中） zakgl seil漳射（散寒）、zaok net造内（燥湿）
3254,ghab jongd aend ghangd yut嘎炯真宫幼（五香血藤）,冷,苦,冷药,热经,,tit bongt dangb mongb替乓挡蒙（顺气止痛）
3255,zangd jangx珍姜（木姜子）,热,辛、微辣,热药,冷经,,zanglseil kxed diond漳射荷相（去冷温胃）、hangb bongt dangf mongd沆笨挡蒙（顺气止痛）
3256,vob yangx got萬勇哥（骚羊古）,冷,麻、辣,冷药,热经,,
3257,vob gent bib萬梗比（鹅不食草）,热,辣,热药,冷经,,dat wos jent zangl seil迫渥劫漳射（通窍散寒）
3258,厚朴,,,,,,宽胸理气
3259,bes sok芍药（白芍）,冷,苦,冷药,热经,,养血柔肝、止痛
3260,ghab jiongb liul panb hlob嘎炯令潘闹（太子参）,热,甜、微苦,热药,冷经,,补气生津、健脾
3261,vob dak diangd萬达尚（豆豉草叶）,冷,苦,冷药,热经,小毒,jul ghuk阶咕（消积）
3262,穿心莲,,,,,,清热解毒利湿
3263,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,开胃、dlax kid tad jab拉凯沓痂（泻火解毒）
3264,隔山消,,,,,,消食化积
3265,zend fangx hxangt 珍访象（山楂肉）,热,甜、微酸,热药,冷经,,消食化积、散瘀止痛
3266,ghab gangb ganl mangl嘎腔赶芒（麦芽）,热,甜,热药,冷经,,健脾和胃、行气消食
3267,鸡内金,,,,,,除湿
3268,jab box vib佳保耶（石菖蒲）,热,麻、辣,热药,冷经,,caf nef sul qub滁内素迄（除湿健胃）
3269,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任造（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
3270,bes sok 芍药（白芍）,冷,苦,冷药,热经,,养血柔肝、止痛
3271,vob ghanb nail萬嘎勒（蜘蛛香）,热,苦,热药,冷经,,辛温、开胃止呕、tit bongt dangf mongb替笨挡蒙（理气止痛）
3272,jab vob gax nix佳葛姣米（蕾香）,热,辛,热药,冷经,,hxub hxab kid tat biaox旭嘎凯沓标（清热解表）、kxed dionb yangx nex荷桐泱内（温中化湿）
3273,厚朴,,,,,,宽胸理气
3274,jab ghangb nen goix佳嘎陇给（徐长卿）,热,香、麻,热药,冷经、快经、半边经,,开胃理气
3275,vob hangt ghad萬项嘎（鸡矢藤）,热,甜、微涩,热药,冷经,,hxib nongx hxib fhuk洗侬洗沽（消食化积）
3276,ghod menl ghumb阿梅棍（苦养头）,冷,酸、苦,冷药,热经,,清热解毒、消胀止痛
3277,vob hmid niangx萬咪仰（马齿菟）,冷,酸、微苦涩,冷药,热经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
3278,vob ot wel萬卧俄（地榆）,冷,酸、苦,冷药,热经,,quk liand dangf mongb苣敛挡蒙（收敛止痛）
3279,陈皮,,,,,,顺气止痛
3280,vob bix seix hlieb葛比赊溜（马蹄草）,热,微辛,热药,冷经,,hxub hxad kib tad jab旭嘎凯沓痂（清热解毒）、ves hxangd yangx维象烽（活血）
3281,vob haib hxub葛灰秋（大黄粉）,冷,苦、涩,冷药,热经,,senb hxangd赊象挡象（凉血止血）
3282,zend fangx hxangt珍访象（山楂肉）,热,甜、微酸,热药,冷经,,消食化积、散瘀止痛
3283,jiox sangx bod dliob酒尚苞确（蛇莲）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、yangk angt zangl zent泱安漳砧（消肿散结）、dongf mongb 挡蒙（止痛）
3284,苍术,,,,,,健脾除湿
3285,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任造（清热润燥）
3286,乌梅,,,,,,驱虫
3287,det zend veeb豆姜额（川楝子）,冷,苦、涩,冷药,热经,小毒,dib gangb抵港（杀虫驱虫）
3288,vob jab ghab qongf dliob葛佳嘎强溜（篇蓄）,冷,苦,热药,热经、快经,,hxub hxab kib旭嘎凯（清热）、tad jab dib gangb沓痂抵港（解毒驱虫）
3289,zend ded珍陡（茂米根）,平,甜、淡,两经药,,,maix diangl maix ves nait麦靓麦韦芳（健脾）、hxub hxab kib dib gangb旭嘎凯抵岗（清热驱虫）
3290,zend sob珍莎（花椒）,热,麻、辣,热药,冷经,,hxed fub zangl seil荷迄漳射（温中散寒）、caf net did gangb滁内抵港（利湿杀虫）
3291,det zend veeb豆姜额（苦楝树）,冷,苦、涩,冷药,热经,小毒,dib gangb抵港（杀虫）
3292,jab ob gid dad佳萬千地（小夜关门）,冷,苦,冷药,热经,,hxub hxab kib cat net旭嘎凯滁内（清热利湿）、hxib nongx jul dinl洗侬阶汀（消食化积）
3293,vob jab ghab qangf hlieb萬佳嘎强溜（篇蓄）,冷,苦,热药,热经、快经,,hxub hxab kib dod vas jut旭嘎凯达洼居（清热化湿）、tad jab dib gangb沓痂抵港（解毒驱虫）
3294,zend sob珍莎（花椒）,热,麻、辣,热药,冷经,,hxed fub zangl seil荷迄漳射（温中散寒）、caf net did gangb滁内抵港（利湿驱虫）
3295,zend ded 珍陡（惹仁米）,平,甜、淡,两经药,,,maix diangl maix ves nait麦靓麦韦芳（健脾）、vas net洼内（利湿）、hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3296,乌梅,,,,,,驱虫
3297,糯稻根,,,,,,收敛止汗
3298,lax lik娜丽（薯芎）,热,甜,热药,冷经,,益气止汗
3299,bes sok芍药（白芍）,冷,苦,冷药,热经,,养血柔肝、止汗
3300,夜寒苏,,,,,,补气补血
3301,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）、maix diangl maix ves nait麦靓麦韦芳（健脾）
3302,kaid vud凯欧（黄精）,热,甜,热药,冷经,,bud bongt qeb jind布笨曲靳（补气养水）、maix diangl maix ves nait bud bongt麦靓麦韦芳布笨（健脾益气）、qeb jind rek hfad nais pob曲靳任复奈波（滋阴）
3303,zend fangx hxan- gt珍访象（山楂）,热,甜、微酸,热药,冷经,,养阴止汗、诸药合用共起养血补肾、滋阴扶阳的作用
3304,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）
3305,bes sok芍药（白芍）,冷,苦,冷药,热经,,养血柔肝
3306,zend Bel liangx珍布仰（金樱子）,热,甜、涩,热药,冷经,,bud diut qeb jind布丢曲靳（补肾生津）、quk liand dangf hxangd苣敛挡象（收敛止汗）
3307,bad god tid波嘎梯（百合）,热,甜、微苦,热药,冷经,,润肺止咳、清心安神
3308,zend jab ngol huk珍加莪确（天冬）,热,甜、微苦,热药,冷经,,khangd vut hvent baix dal汗吾窝摆都（养阴清热）、reb zaok geb jind 任早曲折（润燥生津）
3309,kaid vud凯欧（黄精）,热,甜,热药,冷经,,bud bongt qeb jind布笨曲靳（补气养水）
3310,ghod menl ghumb阿梅棍（野养麦）,冷,酸、苦,冷药,热经,,清热解毒
3311,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）、maix dliangl maix ves nait麦靓麦韦芳（健脾）
3312,乌梅,,,,,,止汗
3313,小麦,,,,,,收敛止汗
3314,lax lik娜丽（薯芎）,热,甜,热药,冷经,,养阴、dangf hxangd挡象（止血）、tit bongt dangf mongb替笨挡蒙（理气健脾）
3315,kaid vud凯欧（黄精）,热,甜,热药,冷经,,bud bongt qeb jind布笨曲靳（补气养水）、maix diangl maix ves nait bud bongt麦靓麦韦芳布笨（健脾益气）、qeb jind rek hfad nais pob曲靳任复奈波（滋阴润肺）
3316,zend det vob bol珍豆萬播（枸杞根）,热,甜,热药,冷经,,益肝肾养水
3317,夜寒苏,,,,,,补气补血止汗
3318,隔山撬,,,,,,消食化积
3319,vob hangt ghad萬项嘎（鸡矢藤）,热,甜、微涩,热药,冷经,,hxib nongx hxib fhuk洗侬洗沽（消食化积）
3320,jab ghangb nen goix佳嘎陇给（徐长卿）,热,香、麻,热药,冷经、快经、半边经,,
3321,vob bangs hxub葛榜学（酸咪咪）,热,酸,热药,冷经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、tad jab diod hxangd沓痂丢象（解毒散瘀）
3322,vob nil lios bad萬里略巴（瓜子金）,冷,苦,冷药,热经,,
3323,det al hmaib豆阿潘（铁扫帚）,冷,苦,冷药,热经,,hxub hxab kib旭嘎凯（清热）
3324,zend fangx hxangt珍访象（山楂）,热,甜、微酸,热药,冷经,,消食化积
3325,ghab gangb ganl mangl嘎腔赶芒（麦芽）,热,甜,热药,冷经,,健脾和胃、行气消食
3326,vob gel gangb qangk萬给干羌（地锦草）,冷,苦涩,冷药,热经,,maix dliangl maix ves nait caf net 麦靓麦韦芳滁内（健脾利湿）
3327,鸡内金,,,,,,化积
3328,泡参,,,,,,补血补气
3329,vob ghanb nail葛嘎勒（蜘蛛香）,热,麻、辣,热药,冷经,,
3330,lax lik娜丽（薯芎）,热,甜,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3331,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,maix diangl maix ves hxed 麦靓麦韦荷相（健脾补中）
3332,suaib mib mib秋咪咪（干地星宿粉）,热,酸,热药,冷经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）
3333,det nix wet豆里乌（海蚌含珠）,冷,苦、涩,冷药,热经,,hxab hxah kib caf net旭嘎凯滁内（清热利湿）、seib hxangd tad jab赊象沓痂（凉血解毒）、hxib qhuk洗咕（消积）
3334,jab vob gax nix佳葛姣米（蕾香）,热,辛,热药,冷经,,kxed dionb yangx nex荷桐泱内（温中化湿）
3335,vob nail lies萬芮榴（鱼瞅串）,冷,苦,冷药,热经、快经,,hxab hxab kib旭嘎凯（清热）
3336,叶下珠,,,,,,清热解毒、淡渗利湿
3337,泡参,,,,,,补血补气
3338,hsob hxangt嗟尚（大血藤）,冷,苦,冷药,热经,,dangt gangb挡港（驱虫）
3339,vob jab ghab qongf dliob萬佳嘎强溜（篇蓄）,冷,苦,热药,热经、快经,,hxub hxab kib旭嘎凯（清热）、tad jab dib gangb沓痂抵港（解毒杀虫）
3340,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）、maix dliangl maix ves nait麦靓麦韦芳（健脾）、tit hgud nais pob替复奈波（益肺）、mais ves mais lai麦韦麦若（精神疲乏）
