id,name,behave,belongTo,treatment,pharmacy
R114,热经气滞血瘀美风湿,关节疼痛红肿,热经热病,祛风除湿，舒经通络，行气止痛,"一方:全蝎10g,岗叩（螟蚣）2条，嗟格里那（伸筋草）15g,煎水内服。二方:朗心沙（乌梢蛇）20g,佳姜给（荆芥）10g,佳生幼（三角风）15g,豆跃里（佩兰）10g,珍发秋（木瓜）15g,煎水内服。"
R115,冷经東湿阻滞类风湿,关节疼痛变形，反复发作，肌肉消瘦,冷经冷病,攻补兼施,"一方:姬佳诺（阳雀花根）20g,萬有加溜（狗脊）20g,白芥子10g,瓜萎12g,萬里略（金丝桃）15g,煎水内服。二方:佳豆给棕（威灵仙）20g,写那架（骨碎朴）10g,嗟尚（大血藤）20g,山葡萄15g,豆萬纳（穿破石）15g,佳欧芜（党参）15g,煎水内服。三方:嘎炯嘎令豆嘎收（铁筷子）15g,岩川萼15g,鲍家利幼（制草乌）8g,萬强牛（续断）20g,煎水内服。"
R116,热经痿症,"肌肉消瘦,骨节活动不便",热经热病,清热通经脉，补骨强筋,"一方:佳欧芜（党参）30g,姜加莪董（麦冬）20g,生石膏30g,朗访幼（石斛）20g,煎水内服。二方:豆跃里（佩兰）15g,厚朴15g,珍发秋（木瓜）20g,酒桑咯咯列里（牛膝）15g,煎水内服。三方:仰抵嘎（沙参）20g,生石膏50g,珍陡（茂仁米）30g,娜丽（山药）50g,龟板30g,煎水内服。"
R117,冷经痿症,气短无力，面色痿黄，或有头晕、耳鸣,冷经冷病,补肝补肾，补骨强筋,"一方:黄芷30g,萬佬嗥（当归）20g,佳欧芜（党参）30g,酒桑咯咯列里（牛膝）20g,煎水内服。二方:佳莪涌（淫羊蕾）20g,珍豆菖播（枸杞）20g,黑故子10g,核桃仁30g,煎水内服。三方:萬布套学（血人参）20g,芍药（白芍）20g,萬有加溜（狗脊）15g,萬强牛（续断）15g,煎水内服。"
R118,气虚汗症,半身或局部动则出汗，体倦无力,冷经冷病,补气养血，健脾和胃,"一方:嘎炯芒桑（棉花根）20g,佳欧芜（党参）20g,红枣30g,淡煎水内服。二方:糯稻根20g,娜丽（山药）20g,夜寒苏20g,凯欧（黄精）20g,煎水内服。三方:萬首扎（岩白菜）尾,珍陆（梔子）10g,萬布套学（血人参）20g,乌梅20g,煎水内服。"
R119,血虚汗症,自行出汗，面色苍白，心慌,冷经冷病,神气养阴，益胃生津,"一方:嘎佬豆金（山枝茶）15g,姜加莪董（麦冬）15g,灵芝15g,萬朴翁（夜交藤）20g,珍陆（梔子）10g,煎水内服。二方:佳欧芜（党参）20g,萬朴翁（夜交藤）15g,糯稻根20g,子午莲15g,珍布仰（金樱子）12g,煎水内服。三方:萬里略芭（小远志）15g,浮小麦50g,煎水内服。"
R120,热毒汗症,发热，汗出黏稠，面红，口苦,热经热病,滋阴降火，养阴益气,"一方:佳架山（龙胆草）15g,芍药（白芍）15g,苞姜给打（茯苓）20g，煎水内服。二方:萬布套学（血人参）20g,萬它信（冬葵）15g,豆嘎里访（黄柏）15g,挂桂俄（白薇）15g,萬朴翁（夜交藤）15g,煎水内服。三方:萬米仰（马齿菟）20g,豆阿潘（铁扫帚）20g,萬芮榴（鱼輙串）20g,姬佳诺（阳雀花根）15g,煎水内服。"
R121,热痼疽庭,患处红肿，疼痛，很快化脓,热经热病,清热解毒，排脓消痈,"一方:榜佳腔（金银花）20g,萬灰卡娜（地丁）20g,萬乃略芭（一枝黄花）15g,豆比吼吼哈羌（三颗针）15g,煎水内服。二方:播整路（皂角刺）10g,穿山甲8g,萬灰萬菲（蒲公英）20g,萬坝仰（夏枯草）20g,煎水内服。三方:萬灰秋（土大黄）15g,佳美勒（败酱草）20g,黄葵20g,野芝麻20g,煎水内服。"
R122,冷病疽症,肿块破溃，脓液稀少,热经热病,清热除湿，祛腐生肌,"一方:姬佳诺（阳雀花根）20g,姜加莪董（麦冬）15g,生地20g,仰格陇给（竹叶）10g,萬迷沙又（半边莲）15g,煎水内服。二方:嘎龚布梭学嘎八（见血飞）18g,簸岗领（山蚂蝗）12g,木芙蓉20g,水芹20g,煎水内服。三方:萬灰萬菲（蒲公英）20g,萬比审（虎耳草）18g,青牛胆20g,煎水内服。"
R123,气血两虚疽症,邪毒不化，局部肿胀，疼痛轻微,冷经冷病,祛腐生肌，排脓消痈,"一方:佳欧芜（党参）20g,芍药（白芍）15g,榜佳腔（金银花）12g,萬里略（连翘）15g,煎水内服。二方:姬佳诺（阳雀花根）20g,萬布套学（血人参）20g,泡参20g,白芷15g,煎水内服。三方:丹参20g,豆野给（白马骨）20g,扛板归18g,萬疗（辣蓼）15g,煎水内服。"
R124,嘈杂热心痛,嘈杂吐酸水，恶心，似饿非饿,热经热病,清热除湿，健脾和胃,"一方:科辣（制半夏）15g,陈皮12g,珍陆（梔子）10g,生姜5片,煎水内服。二方:隔山消12g,鸡内金10g,酒曲16g,煎水内服。三方:萬项嘎（鸡矢藤）3g,葛嘎勒（蜘蛛香）3g,捣碎开水吞服。"
R125,嘈杂冷心痛,胸口嘈杂，似饿非饿，食后饱胀,冷经冷病,健脾和胃，养阴扶阳,"一方:佳欧芜（党参）20g,苞姜给打（茯苓）20g,娜丽（山药）18g,W勇哥（骚羊古）10g,捣碎开水吞服。二方:娜丽（山药）20g,M首扎（岩白菜）15g,珍姜（木姜子）10g,捣碎开水吞服。三方:蔬白12g,万年养20g,煎水内服。"
R126,嘈杂血虚痼,嘈杂，胸口辣刺,冷经冷病,养胃健脾，补气养血,"一方:萬布套学（血人参）20g,佳欧芜（党参）20g,茯神15g,萬里略芭（远志）10g,煎水内服。二方:臭牡丹20g,夜寒苏15g,珍布仰（金樱子）15g,豆阿潘（铁扫帚）20g,煎水内服。三方:嘎佬豆金（山枝茶）10g,灵芝15g,萬朴翁（夜交藤）2g,豆萬岗（桑甚）20g,煎水内服。"
R127,热经燥卵伤肺,头痛，怕风，怕冷，咽喉干燥，口渴,热经热病,清热润燥，解毒燥湿,"一方:豆萬岗（桑叶）15g,嘎佬萬相豆（大青木）15g,姜加莪董（麦冬）12g,基加欧确（天冬）12g,萬壳欧（薄荷）10g,煎水内服。二方:菖相学（牛莠子）1网,闹格（玉竹）12g,苦瓜叶15g,挂桂俄（白薇）10g,水灯草15g,煎水内服。三方:葛乃略芭（一枝黄花）12g,萬久碧幼（一朵云）20g,访榜香（黄瓜香）10g,豆萬岗（桑白皮）10g,煎水内服。"
R128,热经煤气化火,头痛，怕冷，发热，无汗,热经热病,清热润燥，宣肺止咳,"一方:嘎欧低（苏叶）15g,萬梗比（鹅不食草）10g,嘎老萬相豆（大青木）15g,萬相学（牛莠子）10g,佳萬姣米（蕾香）10g,M祖别芭（白花前胡）10g,煎水内服。二方:加欧（苍耳子）10g,佳珍嘎佬苑（果上叶）15g,黄荆条12g,波嘎梯（百合）12g,榜葛芜（菊花）10g,M芮榴（鱼瞅串）15g,煎水内服。三方:佳涝给（马鞭草）15g,佳榴枪（土升麻）12g,萬壳欧（薄荷）12g,萬你掠（小过路黄）15g,萬庆玛（紫菟）12g,煎水内服。"
R129,热经燥邪伤胃,发烧咳喘、肚腹疼痛,热经热病,清热除湿，宣肺平喘,"一方:生石膏30g,嘎老萬相豆（大青木）15g,佳蒙枪（青木香）10g,萬主独波科（九头狮子草）20g,珍蟒（杏仁）10g,煎水内服。二方:一窝蛆15g,嘎炯菲（葛根）15g,萬嘎仰（鸭跖草）10g,萬乃略芭（一枝黄花）10g,萬久碧幼（一朵云）10g,煎水内服。三方:叶下珠15g,萬久碧幼（一朵云）12g,萬首扎（岩白菜）15g,葛祖别芭（前胡）10g,萬相学（牛莠子）12g,煎水内服。"
R130,冷经燥湿伤肺,口鼻咽喉干燥，咳嗽无痰,冷经冷病,健脾和胃，润肺止咳,"一方:萬灰秋（土大黄）20g,榜萬芜（野菊花）20g,加蜂蜜煎水服。二方:葛久碧幼（一朵云）15g,额给戈罢（桔梗）10g,姜加莪董（麦冬）15g,朗访幼（石斛）10g,煎水内服。三方:苞姜给打（茯苓）18g,珍陡（茂仁米）20g,潘豆乃（十大功劳）16g,臭牡丹15g,煎水内服。"
R131,冷病内伤血虚发烧,起病慢、头昏眼花，发烧,冷经冷病,补气养血，利水逐邪,"一方:姬佳诺（阳雀花根）25g,豆萬播（地骨皮）15g,萬布套学（血人参）20g,姜加莪董（麦冬）10g,见风青15g,煎水内服。二方:萬里略芭（小远志）12g,凯欧（黄精）15g,灵芝15g,佳欧芜（党参）20g,嘎佬豆金（山枝茶）10g,煎水内服。三方:萬布罢确（大蓟根）20g,朗访幼（石斛）10g,萬项嘎（鸡矢藤）20g,萬朴翁（夜交藤）15g,嘎佬豆金（山枝茶）15g,煎水内服。"
R132,冷热并病内伤气虚发烧,"受伤后发烧,头晕,全身无力",热经热病,健脾补中，养阴益气,"一方:黄茂15g,仰抵嘎（沙参）15g,萬它信（冬葵根）15g,潘豆乃（十大功劳）15簽,佳榴腔（升麻）10g,煎水内服。二方:姬佳诺（阳雀花）20g,萬它信（冬葵根）15g,娜丽（山药）20g,波嘎梯（百合）20g,云丰10g,煎水内服。三方:芍药（白芍）15g,佳欧芜（党参）20g,加灰柯（头晕药）15g,凯欧（黄精）20g,煎水内服。"
R133,热病内伤水液发觉,内伤、口干，下午夜间发烧,热经热病,滋阴降火，养阴益气,"一方:葛克（青蒿）20g,仰抵嘎（沙参）20g,鳖甲15g,娜丽（山药）20g,景天三七10g,煎水内服。二方:子午莲20g,西河柳20g,姜加莪董（麦冬）15g,波嘎梯（百合）20g,萬坝仰（夏枯草）20g,煎水内服。三方:葛丢（白折耳）20g,挂桂俄（白薇）15g,珍布仰（金樱子）15g,波嘎梯（百合）15g,煎水内服。"
R134,热痞内伤经脉发蛛,伤后胸胁胀闷，口苦，易怒,热经热病,滋阴降火,"一方:佳架山（龙胆草）15g,萬壳欧（薄荷）8g,柴胡12g,珍陆（梔子）10g,潘豆乃（十大功劳）12g,煎水内服。二方:豆姜额（川楝）15g,芍药（白芍）15g,陈皮10g,鼠曲草15g,佳珍嘎佬苑（果上叶）15g,萬壳欧（薄荷）8g,煎水内服。三方:柴胡10g,佳架山（龙胆草）15g,珍陆（梔子）12g,丹皮10g,萬坝仰（夏枯草）15g,潘豆乃（十大功劳）15g,阿梅棍（苦养头）15g,煎水内服。"
R135,热病内伤血瘀发烧,内伤发烧，身背疼痛，面色萎黄,热经热病,活血化瘀，清热解毒,"一方:萬布套学（血人参），萬久欧（土三七），珍相（桃仁），豆烈（铁包金），仰嘎姬（白茅根），榜萬就（律草），煎水内服。二方:嘎龚布梭学嘎八（见血飞）20g,嗟尚（大血藤）20g,佳莪罢（七叶莲）15g,隔山消10g,鳖甲20g,煎水内服。三方:岗馒蚱（土鳖虫）15g,反背红20g,娜丽（山药）15g,豆嘎先（紫珠草）10g,仰蜡烛（蒲黄）15g,珍桐（桃仁）10g,煎水内服。"
R136,热病内伤湿毒发烧,伤后发烧，胸闷，口苦,热经热病,清热润燥，补气养血,"一方:萬嘎勒（蜘蛛香）12g,豆跃里（佩兰）10g,佳保耶（石菖蒲）12g,嘎腔赶芒（麦芽）15g,珍访象（山楂）15g,煎水内服。二方:萬里略芭（瓜子金）12g,仰松芭（香附）10g,科辣（制半夏）10g,佳加嘎收（阴行草）12g,萬鼾（茵陈）15g,佳嘎陇给（徐长卿）10g,煎水内服。三方:嘎龚真宫幼（五香血藤）15g,榜拉梯（枇杷叶）12g,珍姜（木姜子）10g,挂桂俄（白薇）10g,潘豆乃（十大功劳）12g,珍访象（生山楂）20g,煎水内服。"
R137,热经红白痢,便脓血次数增多,热经热病,清热利湿，止痢止泻,"一方:豆嘎里访（黄柏）12g,芍药（白芍）10g,榜拉梯（地枇杷）15g,萬哈收（委陵菜）12g,佳萬姣米（蕾香）10g,煎水内服。二方:萬哈收（委陵菜）20g,萬巩料（虎杖）15g,豆比吼哈羌（三颗针）10g,萬米仰（马齿竟）10g,煎水内服。三方:丁刚茅（丁香蓼）1既,豆布托（刺梨根）12g,豆比吼哈羌（三棵针）10g,萬哈收（委陵菜）20g,萬姣米（蕾香）10g,煎水内服。"
R138,热经壽痢,泻痢脓血，次数无度，肚痛,热经热病,清热解毒，止痢止泻,"一方:仰德着（地耳草）12g,M哈收（委陵菜）15g,豆比吼哈羌（三颗针）10g，豆写棒（厚朴）10g,珍访象（山楂）10g,煎水内服。二方:豆里欧确（草珊瑚）10g,豆嘎访（黄柏）10g,豆比吼哈羌（三颗针）10g,酒尚苞确（蛇莲）8g,煎水内服。三方:芮朗纺兴（黄毛耳草）15g,萬哈收（委陵菜）15g,M米仰（马齿竟）15g,芍药（白芍）10g,豆比吼哈羌（三颗针）10g,煎水内服。"
R139,冷经下痢,脓血大便，腹痛，怕冷,冷经冷病,收敛止痢,"一方:姬佳诺（阳雀花）20g,肉桂10g,附子15g,萬溜妮（地苞）12g,煎水内服。二方:佳欧芜（党参）20g,阿龚豆榴（石榴皮）15g,潘豆乃（十大功劳）15g,萬勇哥（骚羊古）15g,煎水内服。三方:糯独佳开都（水黄连）10g,豆卡欧（吴萸）6g,珍莎（野花椒）10g,芍药（白芍）15g，珍布渴（刺梨根）20g,煎水内服。"
R140,小儿痞子,全身出疹子，色红，咽喉肿痛,热经热病,疏散风热，凉血解毒,"一方:豆野给（白马骨）10g,板蓝根15g,佳萬姣米（蕾香）8g,葛乃略芭（一枝黄花）10g,萬壳欧（薄荷）6g,煎水内服。二方:榜佳腔（金银花）10g,萬相学（牛莠子）1脆,芦根10g,岗郎炯（地龙）6g,保略（浮萍）8g,紫草8g,煎水内服。三方:潘豆乃（十大功劳）钮,豆跃里（佩兰）6g,仰格陇给（竹叶）10g,萬久碧幼（一朵云）8g,萬巴象（糯米团）10g,煎水内服。"
R141,冷热并病串串咳,咳嗽成串串、咯吐鲜血,冷热并病,清热解毒，宣肺止咳,"一方:麻黄5g,珍蟒（杏仁）8g,陈皮6g,扛板归10g,煎水内服。二方:萬相学（牛莠子）陸,萬壳欧（薄荷）6g,萬祖别芭（前胡）8g,板蓝根8g,煎水内服。三方:萬乃略芭（一枝黄花）6g,额给戈罢（桔梗）5g,M祖别芭（白花前胡）8g,榜拉梯（枇杷叶）5g,扛板归10g,煎水内服。三方:潘豆乃（十大功劳）钮,豆跃里（佩兰）6g,仰格陇给（竹叶）10g,萬久碧幼（一朵云）8g,萬巴象（糯米团）10g,煎水内服。"
R142,热经串串咳,咳嗽成串串、咯吐鲜血,热经热病,清热解毒，清肺止咳,"一方:麻黄5g,珍蟒（杏仁）8g,加嘎吉给（仙鹤草）10g,生石膏30g,潘豆乃（十大功劳）10g,煎水内服。二方:鸡苦胆1~2个，煎水加白糖服。三方:仰嘎姬（白茅根）6g,萬梗比（鹅不食草）6g,M祖别芭（前胡）10g,萬相学（牛莠子）8g,豆野给（白马骨）6g,煎水加白糖服。"
R143,串串咳恢复期,咳嗽减轻，次数减少,冷经冷病,补气养血，润肺止咳,"一方:仰抵嘎（沙参）8g,姜加莪董（麦冬）8g,波嘎梯（百合）8g,夜寒苏15g,煎水内服。二方:萬丢（白折耳）10g,M久碧幼（一朵云）奨,萬首扎（岩白菜）1源,蜂蜜适量，煎水内服。三方:仰抵嘎（沙参）10g,肝努净菸（岩SI豆）8g,佳珍嘎佬苑（果上叶）10g,波嘎梯（百合），煎水内服。"
R144,热经衬耳癢,耳下一侧或两侧，肿胀疼痛，发烧,热经热病,清热解毒，疏肝利胆,"一方:洼访（万年青）适量，捣碎外敷。二方:板蓝根15g,萬相学（牛莠子）10g,M灰萬菲（蒲公英）15g,煎水内服。三方:板蓝根15g,榜佳腔（金银花）10g,豆野给（白马骨）15g,煎水内服。"
R145,热经癢書窜耳,耳下突然浮肿，发烫，疼痛,热经热病,清热解毒，散瘀消肿,"一方:萬灰葛菲（蒲公英）10g,萬相学（牛莠子）8g,嘎老葛相豆（大青木）10g,萬灰卡娜（紫花地丁）10g,煎水内服。二方:岗郎炯（地龙）8g,佳萬遍尖脑（半枝莲）8g,潘豆乃（十大功劳）10g,煎水内服。"
R146,水•痘輕症,初起为红色斑疹和丘疹，水疱,热经热病,红色斑疹，丘疹，水疱,"一方:榜佳腔（金银花）8g,萬相学（牛莠子）8g,萬壳欧（薄荷）6g,佳姜给（荆芥）6g,潘豆乃（十大功劳）8g,煎水内服。二方:萬乃略芭（一枝黄花）8g,珍蟒（杏仁）6g,佳劳给（马鞭草）10g,萬欧吾（千里光）6g,煎水内服。三方:水灯草10g,嘎炯菲（葛根）10g,榜佳腔（忍冬藤）10g,煎水内服。"
R147,水痘重型,高烧，水疱混浊呈酱色,热经热病,清热解毒，滋阴生津,"一方:生石膏20g,珍陆（梔子）8g,豆比吼哈羌（三颗针）6g,姜加莪董（麦冬）8g,芦根6g,煎水内服。二方:榜佳腔（金银花）10g,M灰卡娜（紫花地丁）10g,嘎佬萬相豆（大青木）10g,达柯芍（赤芍）6g,煎水内服。"
R148,丹毒,怕冷，发烧，头痛，皮肤出现疹子,热经热病,清热利湿，凉血解毒,"一方:佳架山（龙胆草）15g,萬灰萬菲（蒲公英）20g,萬灰卡娜（紫花地T）20g,萬乃略芭（一枝黄花）20g,佳美勒（败酱草）20g,煎水内服。二方:萬灰秋（土大黄）15g,豆比吼哈羌（三颗针）12g,榜萬芜（野菊花）20g,M嘎仰（鸭跖草）20g,M坝仰（夏枯草）20g,煎水内服。三方:博落回根皮100g,芙蓉花100g,加食盐少许，捣烂外敷。"
R149,血虚痹病,干咳少痰中带血，形体消瘦,冷经冷病,活血润肺,"一方:基加欧确（天冬）20g,姜加莪董（麦冬）20g,葛嘎得里（百部）20g,仰抵嘎（沙参）30g,榜拉梯（枇杷叶）20g,萬布套学（血人参）15g,煎水内服。二方:肝努净菸（岩豆）20g,萬嘎得里（百部）20g,乌旧（白及）30g,萬丢（白折耳）20g,煎水内服。三方:豆萬纳（穿破石）25g,M勇更（鹿衔草）15g,豆菖播（地骨皮）15g,鳖甲20g,葛久碧幼（一朵云）15g,煎水内服。"
R150,肺、肾两虚痹病,脸红潮热，反复咳血，失眠,热经热病,活血润肺，降火止血,"一方:波嘎梯（百合）30g,仰抵嘎（沙参）20g,嘎龚真宫幼（五味子）15g,潘豆乃（十大功劳）20g,佳比利吉（八爪金龙）15g,萬比审（虎耳草）20g,煎水内服。二方:娜丽（山药）20g,M咪仰（马齿竟）30g,雅尖莲（水八角莲）15g,豆比吼哈羌（三颗针）15g,加嘎吉给（仙鹤草）20g,煎水内服。"
R151,气血两虚肺痹,咳嗽，食后潮热，面色苍白,冷经冷病,健脾，益气，止咳,"一方:泡参30g,苞姜给打（茯苓）20g,萬佬嗥（当归）15g,娜丽（山药）20g,波嘎梯（百合）30g,芍药（白芍）12g,煎水内服。二方:嘎炯芒桑（棉花根）30g,凯欧（黄精）20g,黄茂20g,珍访象（山楂）20g,珍陡（茂仁米）20g,萬久碧幼（一朵云）15g,煎水内服。三方:姬佳诺（阳雀花）20g,萬朴翁（夜交藤）30g,M丢（白折耳）20g,珍豆萬播（枸杞）20g,榜拉梯（枇杷叶）15g,苞姜给打（茯苓）20g,煎水内服。"
R152,肺痹胸痛,胸痛，咳嗽，人体消瘦,冷经冷病,宣肺止咳，清热杀虫,"一方:制麻黄奨,珍芭沟豆（银杏）10g,生石膏20g,萬庆玛（紫菟）1®,煎水内服。二方:珍芭沟豆（银杏）10g,欧低（紫苏）8g,萬相学（牛莠子）12g,萬祖别芭（前胡）15g,豆萬岗（桑白皮）12g,潘豆乃（十大功劳）20g,煎水内服。三方:肝努净菸（岩豆工豆）15g,榜拉梯（枇杷叶）15g,陈皮10g,M梗比（鹅不食草）12g,嘎老萬相豆（大青木）20g,煎水内服。"
R153,九子疡早期,全身消瘦，颈部淋巴结肿大，不痛，皮肤正常,冷经冷病,补气养阴，散瘀消肿,"一方:芍药（白芍）15g,仰松芭（香附）12g,萬竟（青蒿）15g,鳖甲12g,雅尖莲（八角莲）奨,萬旱嘎玛（凤尾草）15g,煎水内服。二方:萬坝仰（夏枯草）30g,煎水内服。三方:山芝麻20g,佳丢欧里（白英）15g,煎水内服。"
R154,九子疡中期,串珠增多增大，出现疼痛，皮色暗红,冷热并病,清热解毒，散瘀止痛,"一方:珍芭沟豆（银杏）15g,萬比审（虎耳草）20g,萬丢（白折耳）20g,木芙蓉20g,煎水内服。二方:穿山甲10g,锐橄勾（谷精草）20g,萬勇更（鹿衔草）20g,煎水内服。"
R155,九子疡晚期,颈部脓肿溃烂，流黄棕色脓液,冷经冷病,"养阴，排脓解毒;散瘀消肿,补气养血","一方:加格巴茧（鲜花脸七根）63g,捣烂敷患处。二方:加格巴茧（花脸七）30g,雅尖莲（八角莲）6g,炖猪肉吃。三方:萬丢（白折耳）15g,阿梅棍（金养麦）15g,萬坝仰（夏枯草）18g,佳美勒（败酱草）20g,珍陡（茵仁米）20g,姬佳诺（阳雀花）20g,煎水内服。"
R156,蜕虫病,夜间肛门瘙痒，夜间可见蛻虫爬动,冷经冷病,杀虫止痒,"一方:嘎龚豆榴（石榴皮）20g,煎水早上空服。二方:百部适量,煎水洗肛门。"
R157,肠細虫,肚脐周围疼痛,冷经冷病,杀虫,"一方:嗟尚（大血藤）50g,煎水内服。二方:萬梗比（鹅不食草）1源,佳萬千地（小夜关门）20g,乌梅10g,煎水内服或蒸鸡内服。三方:珍陡（意茵根）20g,葛佳嘎强确（篇蓄）10g,M达赊（莺尾）6g,煎水内服。四方:珍莎（花椒）8g,豆比吼哈羌（三颗针）12g,凯（干姜）10g,乌梅10g,豆姜额（苦楝）10g,煎水内服。"
R158,月旦道蛔虫,右上腹剧烈疼痛，恶心呕吐,热经热病,杀虫、止痛,"一方:乌梅20g,珍莎（花椒）10g,豆卡欧（吴萸）10g,凯（干姜）8g,煎水内服。二方:乌梅30g,豆姜额（苦楝）20g,铁线草15g,煎水内服。三方:食醋50g,珍莎（花椒）10g,煎水内服。"
